record_id,hoist_load,crowd_vib,drive_temp,cable_tension,is_deviation
48,0.347063,0.297804,0.376554,0.309320,0
49,0.529589,0.143249,0.396937,0.540388,1
50,0.110980,0.173651,0.090454,0.134705,0
51,0.867507,0.798860,0.862329,0.895607,1
52,0.826818,0.543155,0.710464,0.826020,0
53,0.689784,0.410064,0.629615,0.740963,0
54,0.257452,0.276196,0.193037,0.327580,0
55,0.347444,0.366446,0.312404,0.351081,0
56,0.734334,0.590367,0.716635,0.738618,0
57,0.248879,0.187755,0.264528,0.290403,0
58,0.853499,0.524387,0.780241,0.878335,0
59,0.548424,0.579295,0.562293,0.554520,0
60,0.486519,0.416468,0.428016,0.524983,0
61,0.944880,0.768158,0.885767,0.981986,0
62,0.175218,0.234652,0.193220,0.239816,1
63,0.718719,0.745034,0.772521,0.733251,1
64,0.471588,0.419074,0.446326,0.471020,0
65,0.000000,0.113758,0.000000,0.065125,0
66,0.566430,0.420491,0.497735,0.554118,0
67,0.052383,0.092214,0.062746,0.055878,0
68,0.159363,0.274901,0.087740,0.163091,1
69,0.160183,0.201485,0.151135,0.218668,0
70,0.174510,0.254083,0.180725,0.143960,1
71,0.335133,0.213286,0.239358,0.313348,0
72,0.473962,0.385145,0.382217,0.440927,0
73,0.434177,0.394401,0.462043,0.450561,0
74,0.527922,0.483449,0.532894,0.585423,0
75,0.527918,0.451983,0.482319,0.558354,0
76,0.577257,0.609176,0.509348,0.586721,1
77,0.354956,0.099593,0.297965,0.393340,1
78,0.274109,0.257930,0.271214,0.337287,0
79,0.819246,0.772994,0.773899,0.799302,1
80,0.398142,0.258786,0.368146,0.435078,0
81,0.730996,0.674356,0.718529,0.735212,1
82,0.173142,0.322548,0.256604,0.259162,1
83,0.744954,0.840939,0.764691,0.759823,1
84,0.085424,0.135122,0.101421,0.122544,0
85,0.438988,0.197795,0.384605,0.405727,1
86,0.205353,0.275820,0.201434,0.290783,0
87,0.143856,0.163028,0.049869,0.139801,0
88,0.065092,0.034683,0.000000,0.134023,1
89,0.526450,0.555501,0.500159,0.521782,1
90,0.854338,0.821174,0.847731,0.830273,1
91,0.325460,0.284106,0.285225,0.316078,0
92,0.470519,0.531641,0.483091,0.474525,1
93,0.978274,0.663913,0.878004,0.914390,0
94,0.228559,0.288755,0.263243,0.314510,0
95,0.531105,0.593337,0.567541,0.549080,1
96,0.056936,0.109648,0.062398,0.047143,0
97,0.600362,0.269034,0.523516,0.595378,1
98,0.277224,0.361627,0.329442,0.337215,1
99,0.723936,0.607710,0.685443,0.750160,0
100,0.418997,0.525963,0.394812,0.465928,1
101,0.666519,0.745639,0.649175,0.649202,1
102,0.097968,0.190830,0.085230,0.120065,0
103,0.173491,0.198835,0.160611,0.206586,1
104,0.462779,0.333820,0.428082,0.502257,0
105,0.392198,0.473765,0.375442,0.374272,1
106,0.516421,0.403922,0.411224,0.510863,0
107,0.640740,0.429048,0.622140,0.660926,0
108,0.958351,0.989854,1.000000,0.954111,1
109,0.348873,0.324579,0.288986,0.398233,0
110,0.883473,0.297593,0.703455,0.831892,1
111,0.489384,0.445939,0.476297,0.542141,0
112,0.557177,0.274224,0.516635,0.588431,1
113,0.717700,0.577286,0.631576,0.696759,0
114,0.590819,0.404685,0.504127,0.531070,0
115,0.760565,0.428400,0.664372,0.767059,1
116,0.394050,0.385353,0.293778,0.391109,0
117,0.596839,0.471877,0.596480,0.582630,0
118,0.627781,0.510132,0.516667,0.611805,0
119,0.565831,0.407435,0.420609,0.572860,0
120,0.540625,0.340066,0.508900,0.588457,0
121,0.087162,0.148836,0.028435,0.145002,0
122,0.850387,0.807688,0.836830,0.846572,1
123,0.581558,0.402389,0.507302,0.577813,0
124,0.154435,0.177592,0.131717,0.181399,0
125,0.201895,0.289768,0.192295,0.194050,0
126,0.313935,0.417082,0.356951,0.370906,1
127,0.422071,0.231892,0.311080,0.412069,1
128,0.775478,0.605732,0.745200,0.775096,0
129,0.357131,0.413682,0.380217,0.419993,1
130,0.683821,0.415698,0.621494,0.689053,0
131,0.654261,0.677364,0.701475,0.603076,1
132,0.841113,0.389318,0.675421,0.836953,1
133,0.963570,0.393657,0.882023,0.948278,1
134,0.085340,0.130406,0.016671,0.084785,0
135,0.673700,0.666157,0.590513,0.692525,1
136,0.543203,0.432207,0.546414,0.637197,0
137,0.820373,0.616157,0.720948,0.850719,0
138,0.453985,0.391822,0.377924,0.443218,1
139,0.665893,0.486858,0.598134,0.708723,0
140,0.236390,0.122156,0.223578,0.291120,1
141,0.841063,0.524572,0.806353,0.870644,0
142,0.537768,0.292357,0.431602,0.539810,1
143,0.514827,0.357567,0.562344,0.538167,0
144,0.436483,0.459585,0.440354,0.467518,1
145,0.798950,0.859094,0.804254,0.838084,1
146,0.898206,0.880341,0.834667,0.856348,1
147,0.479795,0.324631,0.377101,0.482832,0
148,0.325957,0.291580,0.320531,0.381280,0
149,0.285282,0.235296,0.255495,0.239790,0
150,0.321757,0.272496,0.319790,0.321671,0
151,0.414527,0.325105,0.360296,0.435308,0
152,0.176198,0.191713,0.175178,0.177826,0
153,0.114158,0.185841,0.100837,0.094138,0
154,0.034472,0.089631,0.060714,0.061980,0
155,0.667250,0.564913,0.639997,0.669914,1
156,0.799715,0.793590,0.730984,0.793828,1
157,0.318560,0.300892,0.311690,0.349645,0
158,0.075156,0.182181,0.111258,0.083643,1
159,0.114785,0.197299,0.147788,0.156100,0
160,0.575729,0.650386,0.589236,0.604830,1
161,0.116952,0.162035,0.136100,0.105235,0
162,0.272174,0.379555,0.250221,0.323091,1
163,0.295225,0.356742,0.358297,0.350973,1
164,0.232554,0.181469,0.214230,0.241347,0
165,0.235732,0.134164,0.195533,0.250118,0
166,0.597424,0.437674,0.584908,0.622969,0
167,0.232479,0.170098,0.204180,0.247328,0
168,0.709848,0.497205,0.661946,0.741353,0
169,0.937343,0.701169,0.855757,0.974207,0
170,0.038662,0.029276,0.006200,0.034911,1
171,0.793579,0.614113,0.702219,0.758264,0
172,0.182970,0.293349,0.146857,0.220596,1
173,0.324681,0.404587,0.382602,0.366042,1
174,0.317197,0.251020,0.248855,0.369279,0
175,0.453576,0.348775,0.372698,0.449526,0
176,0.055782,0.106394,0.079755,0.104955,0
177,0.260608,0.353402,0.258164,0.269703,1
178,0.766241,0.446844,0.660120,0.784751,0
179,0.777410,0.632276,0.691533,0.777352,0
180,0.740131,0.335918,0.700095,0.777424,1
181,0.740845,0.572770,0.699679,0.682202,0
182,0.103847,0.127667,0.145162,0.148525,1
183,0.188544,0.192454,0.172362,0.185157,0
184,0.371885,0.420885,0.354923,0.428204,1
185,0.958591,0.470523,0.768737,0.880015,1
186,0.236276,0.371519,0.314722,0.274389,1
187,0.875938,0.887996,0.873621,0.869293,1
188,0.509379,0.277404,0.385373,0.503972,1
189,0.822167,0.597770,0.772477,0.812216,0
190,0.392044,0.371140,0.342327,0.343569,1
191,0.580138,0.686295,0.556005,0.557269,1
192,0.811037,0.561667,0.727128,0.831313,0
193,0.431884,0.367975,0.382862,0.456592,0
194,0.728898,0.689590,0.625614,0.639179,1
195,0.915099,1.000000,0.891086,0.869703,1
196,0.409216,0.521081,0.493066,0.442490,1
197,0.988173,0.501684,0.815597,0.895198,1
198,0.123222,0.175565,0.125069,0.193027,0
199,0.666387,0.328369,0.631661,0.653117,0
200,0.849579,0.613060,0.713438,0.855863,0
201,0.276276,0.257593,0.225522,0.282611,0
202,0.066719,0.158162,0.045867,0.063159,1
203,0.860433,0.407321,0.667051,0.825673,1
204,0.104638,0.127960,0.113097,0.141582,0
205,0.753594,0.661832,0.732731,0.764159,0
206,0.039233,0.166902,0.108117,0.111374,1
207,0.239816,0.152213,0.196819,0.250837,0
208,0.222126,0.166095,0.143503,0.213036,0
209,0.292232,0.259555,0.237647,0.344445,0
210,0.317681,0.215572,0.260937,0.315506,0
211,0.392105,0.333836,0.310234,0.382053,0
212,0.427946,0.425366,0.365020,0.417246,1
213,0.244921,0.200728,0.257754,0.267714,0
214,0.811668,0.601665,0.787054,0.849069,0
215,0.777957,0.813790,0.809927,0.797790,1
216,0.884988,0.746120,0.812371,0.906294,0
217,0.494730,0.372117,0.434059,0.478990,0
218,0.572634,0.610512,0.531649,0.595221,1
219,0.584636,0.568044,0.607091,0.562014,1
220,0.859986,0.717550,0.832001,0.887929,0
